taxon,isocode,glottocode,xd_ids,soc_ids
HARAMOSH_SHINA,,shin1264,xd657,Ee5
PUNIAL_SHINA,,shin1264,xd657,Ee5
GUPIS_SHINA,,shin1264,xd657,Ee5
RONDU_SHINA,,shin1264,xd657,Ee5
SATPARA_SHINA,,shin1264,xd657,Ee5
BROKSKAT,,brok1247,,
BROK_SKAD,,brok1247,,
GULTARI_SHINA,,shin1264,xd657,Ee5
KACHURA_SHINA,,shin1264,xd657,Ee5
KHARMANG_SHINA,,shin1264,xd657,Ee5
ASTOR_SHINA,,shin1264,xd657,Ee5
DASHKIN_SHINA,,shin1264,xd657,Ee5
KARANKAWA,,kara1289,xd1215,"B193, Ne16"
KOYRA_CHIINI,,koyr1240,,
TADAKSAHAK,,tada1238,,
KORANDJE,,kora1291,,
TASAWAQ,,tasa1240,,
KOROBORO_SENNI,,koyr1242,xd480,"Cb3, SCCS24"
TONDI_SONGWAY_KIINI,,humb1243,,
DENDI,,dend1243,,
DJENNE_CHIINI,,zarm1239,xd470,Cb20
ZARMA,,zarm1239,xd470,Cb20
SHABO,,shab1252,,
GUMUZ,,gumu1244,,
DISOHA,,gumu1244,,
SESE,,gumu1244,,
GWAMA,,kwam1249,,
NORTHERN_KOMA,,kwam1249,,
LANGA,,opuu1239,,
SOUTHERN_KOMA,,komo1258,,
UDUK,,uduk1239,,
CENTRAL_KOMA,,komo1258,,
KOMA,,komo1258,,
BIRAYLE,,bira1253,,
ONGOTA,,bira1253,,
DIME,,dime1235,xd431,Ca24
ARI,,aari1239,"xd430, xd432, xd433","Ca23, Ca25, Ca26"
BANNA,,hame1242,"xd425, xd428","Ca19, Ca21"
NORTHERN_MAO,,bamb1262,,
GANZA,,ganz1246,,
HOZO,,hozo1236,xd378,"Ai47, SCCS32"
SEZE,,seze1235,,
MAJI,,dizi1235,,
NAO,,nayi1243,,
SHEKO,,shek1245,,
JANJERO,,yems1235,,
SHINASSHA,,boro1277,,
SHINASSHA_2,,boro1277,,
SOUTHERN_MAO,,anfi1235,xd434,Ca27
MOCHA_2,,shek1244,,
MOCHA,,shek1244,,
KEFA,,kafa1242,xd438,"Ca30, SCCS33"
KEFA_2,,kafa1242,xd438,"Ca30, SCCS33"
BENCHO,,benc1235,,
SHE,,benc1235,,
CHARA,,char1269,,
GIDICHO,,koor1239,xd449,Ca40
KOYRA,,koor1239,xd449,Ca40
KACHAMA,,kach1284,,
ZERGULLA,,zays1235,,
ZAYSE,,zays1235,,
BASKETO,,bask1236,xd435,Ca28
MALE_ETHIOPIA,,male1284,xd429,Ca22
DORZE,,dorz1235,xd450,Ca41
OYDA,,oyda1235,,
WOLAYTTA,,wola1242,,
WELAMO,,wola1242,,
DACHE,,gamo1243,,
KULLO,,dawr1236,,
KUJARKE,,kuja1239,,
AASAX,,aasa1238,,
KWADZA,,kwad1248,,
BURUNGE,,buru1320,,
ALAGWA,,alag1248,,
IRAQW,,iraq1241,xd448,Ca4
IRAQW_2,,iraq1241,xd448,Ca4
BEJA,,beja1238,,
BEJA_2,,beja1238,,
AWNGI_2,,awng1244,,
AWNGI,,awng1244,,
KEMANT,,qima1242,xd439,Ca31
KEMANT_2,,qima1242,xd439,Ca31
BILIN,,bili1260,xd445,"Ca37, SCCS38"
BILIN_2,,bili1260,xd445,"Ca37, SCCS38"
XAMTANGA,,xamt1239,,
XAMTANGA_2,,xamt1239,,
DAHALO,,daha1245,,
DAHALO_2,,daha1245,,
BURJI,,burj1242,xd420,Ca14
BURJI_2,,burj1242,xd420,Ca14
SIDAMO,,sida1246,xd422,Ca16
SIDAMO_2,,sida1246,xd422,Ca16
GEDEO,,gede1246,xd421,Ca15
GEDEO_2,,gede1246,xd421,Ca15
KAMBAATA,,kamb1316,,
KAMBAATA_2,,kamb1316,,
HADIYYA,,hadi1240,,
LIBIDO,,libi1250,,
HADIYYA_2,,hadi1240,,
BOON,,boon1242,,
SAHO_2,,saho1246,,
SAHO,,saho1246,,
AFAR,,afar1241,xd454,Ca6
AFAR_2,,afar1241,xd454,Ca6
MOGOGODO,,yaak1241,,
BUSSA,,buss1239,,
BUSSA_2,,buss1239,,
GAWWADA,,gaww1239,,
TSAMAI,,tsam1247,xd423,Ca17
TSAMAI_2,,tsam1247,xd423,Ca17
GAWWADA_2,,gaww1239,,
GOBEZE,,gaww1239,,
WERIZE,,gaww1239,,
ARBORE,,arbo1245,xd424,Ca18
ARBORE_2,,arbo1245,xd424,Ca18
EL_MOLO,,elmo1238,,
DAASANACH_2,,daas1238,xd427,Ca20
DAASANACH,,daas1238,xd427,Ca20
BAISO,,bais1246,,
BAISO_2,,bais1246,,
MAAY,,maay1238,,
TUNNI,,tunn1238,,
RENDILLE,,rend1243,,
RENDILLE_2,,rend1243,,
SOMALI,,soma1255,,
SOMALI_2,,soma1255,,
KOMSO_2,,kons1243,xd415,"Ca1, SCCS35"
KOMSO,,kons1243,xd415,"Ca1, SCCS35"
GIDOLE,,dira1242,,
GIDOLE_2,,dira1242,,
W_OROMO,,west2721,"xd418, xd419, xd447","Ca12, Ca13, Ca39"
MECHA_OROMO,,west2721,"xd418, xd419, xd447","Ca12, Ca13, Ca39"
EASTERN_OROMO,,east2652,,
EASTERN_OROMO_2,,east2652,,
BORANA_OROMO_2,,bora1271,xd417,Ca11
BORANA_OROMO,,bora1271,xd417,Ca11
ORMA,,orma1241,,
KERA,,kera1255,,
GABRI,,gabr1253,,
SOMRAI,,somr1248,,
TUMAK,,tuma1260,,
MOKILKO,,muku1242,,
UBI,,ubii1238,,
SABA,,saba1276,,
SOKORO,,soko1263,,
BAREIN,,bare1279,,
KAJAKSE,,kaja1254,,
MUBI,,mubi1246,,
BIDIYA,,bidi1241,,
DANGALEAT,,dang1274,,
MIGAMA,,miga1249,,
MABIRE,,mabi1242,,
BIRGIT,,birg1239,,
MOGUM,,mogu1251,,
MESME,,mesm1239,,
HERDE,,herd1236,,
PEVE_LAME,,peve1243,,
PEVE_PALA,,peve1243,,
MARBA,,marb1239,,
MUSEY,,muse1242,,
MASANA_POGO,,masa1322,xd383,"Ai9, SCCS27"
MASANA,,masa1322,xd383,"Ai9, SCCS27"
NGIZIM,,ngiz1242,xd479,Cb29
BADE,,bade1248,,
TESHENAWA,,tesh1239,,
BOGHOM,,bogh1241,xd307,Ah18
GURUNTUM_MBAARU,,guru1271,,
JIMI,,jimi1255,,
DASS_DWAT,,dass1243,,
DYARIM,,zeem1242,,
SAYA,,saya1246,,
GEJI,,geji1246,,
POLCI_BULI,,polc1243,,
POLCI_ZUL,,polc1243,,
POLCI,,polc1243,,
DIRI,,diri1259,,
ZUMBUN,,zumb1240,,
SIRI,,siri1278,,
CIWOGAI,,ciwo1236,,
PAANCI,,paaa1242,,
MBURKU,,mbur1239,,
MIYA,,miya1266,,
KARIYA,,kari1316,,
WARJI,,warj1253,,
HAUSA_3,,haus1257,xd475,Cb25
KANO,,haus1257,xd475,Cb25
HAUSA_2,,haus1257,xd475,Cb25
HAUSA,,haus1257,xd475,Cb25
GWAGWA,,gwan1268,,
KARSHI,,gwan1268,,
ARABISHI,,gwan1268,,
GITATA,,gwan1268,,
GARAKU,,gwan1268,,
NIMBIA,,gwan1268,,
FYER,,fyer1241,,
TAMBAS,,tamb1267,,
RON_DAFFO_BUTURA,,ronn1241,,
RON_BOKKOS,,ronn1241,,
RON_MANGAR,,ronn1241,,
RON_MONGUNA,,ronn1241,,
SHA,,shaa1247,,
KULERE,,kule1247,,
DUHWA,,duhw1236,,
MUNDAT,,mund1334,,
YIWOM,,yiwo1237,,
GOEMAI,,goem1240,,
MONTOL,,mont1280,,
KOFYAR,,kofy1242,,
MISHIP,,mish1244,,
MUPUN,,mwag1236,,
MWAGHAVUL,,mwag1236,,
ANGAS,,ngas1240,xd305,Ah16
DERA,,dera1248,xd478,Cb28
PERO,,pero1241,,
PERO_2,,pero1241,,
TANGALE,,nucl1696,,
KWAAMI,,kwaa1269,,
KAREKARE,,kare1348,xd459,Cb10
GERA,,gera1246,,
GERA_2,,gera1246,,
GERUMA,,geru1240,,
GALAMBU,,gala1264,,
KIRFI,,giiw1236,,
NGAMO,,ngam1282,,
BOLE,,nucl1695,xd484,Cb7
BEELE,,beel1236,,
BOLE_2,,nucl1695,xd484,Cb7
CUVOK,,cuvo1236,,
MAFA,,mafa1239,xd334,Ah7
TERA_PIDLIMDI,,tera1251,xd483,Cb6
TERA,,tera1251,xd483,Cb6
BOGA,,boga1251,,
HWANA,,hwan1240,xd328,Ah37
GAANDA,,gaan1243,,
GAANDA_GABIN,,gaan1243,,
SUKUR,,suku1272,,
DABA,,nucl1683,,
ZIZILIVAKAN,,zizi1238,,
SHARWA,,shar1249,,
TSUVAN,,tsuv1243,,
GUDU,,gudu1250,,
JIMI_CAMEROON,,jimi1254,,
FALI_MUCHELLA,,fali1285,,
FALI_BAGIRA,,fali1285,,
GUDE,,gude1246,xd327,Ah36
HOLMA,,holm1250,,
NZANYI,,nzan1240,,
BATA_ZUMU,,bata1314,xd325,Ah34
BATA_MALABU,,bata1314,xd325,Ah34
BACAMA,,baca1246,xd477,Cb27
BACAMA_MULYEN,,baca1246,xd477,Cb27
MBUKO,,mbuk1243,,
VAME,,vame1236,,
JINA,,jina1244,,
GIDAR,,gida1247,,
LAGWAN,,lagw1237,xd346,Ai18
MSER,,mser1242,,
BUDUMA,,budu1265,xd482,Cb5
MAKARY_KOTOKO,,mpad1242,,
AFADE,,afad1236,,
MALGBE,,malg1250,,
MBARA,,mbar1260,,
MUSGU_D_PLUS_RD,,musg1254,xd347,Ai19
MUNJUK,,musg1254,xd347,Ai19
MUSGU_K,,musg1254,xd347,Ai19
MUSGU_R,,musg1254,xd347,Ai19
MUSGU_B,,musg1254,xd347,Ai19
MUSGU_O,,musg1254,xd347,Ai19
PUTAI,,puta1243,,
BURA,,bura1292,xd326,Ah35
CIBAK,,ciba1236,,
NGGWAHYI,,nggw1242,,
MARGI,,marg1265,xd332,Ah5
HILDI,,marg1266,,
WAMDIU,,marg1266,,
HUBA,,huba1236,,
KILBA,,huba1236,,
PODOKO,,park1239,xd330,Ah39
GLAVDA,,glav1244,,
WANDALA,,wand1278,,
DGHWEDE,,dghw1239,,
CINENI,,cine1238,,
GAVA,,gudu1252,,
MOFU_GUDUR,,mofu1248,,
ZULGO,,zulg1242,,
MADA_CAMEROON,,mada1293,,
WUZLAM,,wuzl1236,,
MOLOKO,,molo1266,,
MUYANG,,muya1243,,
LAMANG_HITKALANCHI,,lama1288,,
HDI,,hdii1240,,
VEMGO_MABAS,,vemg1240,,
PSIKYE,,psik1239,xd329,Ah38
BANA,,bana1305,,
FALI_GILI,,kamw1239,,
FALI_KIRIYA,,kamw1239,,
KAMALE,,kamw1239,,
BAZZA,,kamw1239,,
NKAFA,,kamw1239,,
FUTU,,kamw1239,,
GHYE,,kamw1239,,
LATE_EGYPTIAN,,,,
COPTIC,,copt1239,,
MIDDLE_EGYPTIAN,,,,
GHADAMES,,ghad1239,,
GHADAMES_2,,ghad1239,,
ZENAGA,,zena1248,xd499,Cc20
ZENAGA_2,,zena1248,xd499,Cc20
TETSERRET,,tawa1286,,
TAMAHAQ_TAHAGGART_2,,taha1241,,
TAMAHAQ_TAHAGGART,,taha1241,,
TAMASHEQ,,tama1365,,
TAMAJEQ_TAYART_AIR,,taya1257,xd488,Cc10
AWJILAH,,awji1241,,
FOQAHA,,sawk1238,,
SIWI,,siwi1239,xd500,Cc3
SIWA_BERBER,,siwi1239,xd500,Cc3
JEBEL_NEFUSA,,nafu1238,,
NAFUSI,,nafu1238,,
BENI_SNOUS_WESTERN_ALGERIAN_BERBER,,tari1263,xd521,"Cd3, SCCS42"
TARIFIT_GUELAIA,,tari1263,xd521,"Cd3, SCCS42"
TARIFIT_BENI_IZNASSEN,,tari1263,xd521,"Cd3, SCCS42"
TUMZABT,,tumz1238,xd501,Cc4
OUARGLA_BERBER,,taga1278,,
WARGLA,,taga1278,,
KABYLE,,kaby1243,xd522,Cd4
KABYLE_GREATER_KABYLIA_AT_MANGELLAT,,kaby1243,xd522,Cd4
FIGUIG,,cent2194,xd525,Cd7
GHOMARA,,ghom1257,,
SENHAYI,,senh1238,,
SENHAJA_DE_SRAIR,,senh1238,,
TAMAZIGHT_CENTRAL_ATLAS_AYT_IZDEG,,cent2194,xd525,Cd7
TAMAZIGHT_CENTRAL_ATLAS_AYT_NDHIR,,cent2194,xd525,Cd7
AYT_SEGHROUCHEN,,cent2194,xd525,Cd7
TAMAZIGHT_CENTRAL_ATLAS_NTIFA,,cent2194,xd525,Cd7
TASHELHIT_IDA_USEMLAL,,tach1250,,
AKKADIAN,,akka1240,xd590,"Cj4, SCCS45"
AKKADIAN_2,,akka1240,xd590,"Cj4, SCCS45"
ETHIOPIC,,geez1241,,
GEEZ_3,,geez1241,,
GEEZ,,geez1241,,
TIGRIGNA,,tigr1271,xd437,Ca3
TIGRINYA_2,,tigr1271,xd437,Ca3
TIGRINYA,,tigr1271,xd437,Ca3
TIGRE,,tigr1270,,
TIGRE_2,,tigr1270,,
GEEZ_2,,geez1241,,
ARGOBBA,,argo1244,,
AMHARIC_2,,amha1245,xd455,"Ca7, SCCS37"
AMHARIC,,amha1245,xd455,"Ca7, SCCS37"
AMHARIC_3,,amha1245,xd455,"Ca7, SCCS37"
HARARI,,hara1271,,
HARARI_2,,hara1271,,
ZWAY,,zayy1238,,
SILTE,,silt1240,,
WALANI_SILTE,,wola1253,,
GAFAT,,gafa1240,,
SODDO,,kist1241,,
MESQAN,,mesq1240,,
CHAHA,,seba1251,xd456,Ca8
GETO,,seba1251,xd456,Ca8
INNEMOR,,inor1238,,
MESMES_2,,mesm1243,,
MESMES,,mesm1243,,
HOBYOT,,hoby1242,,
HARSUSI,,hars1241,,
MEHRI,,mehr1241,,
MEHRI_2,,mehr1241,,
SOQOTRI,,soqo1240,,
SOQOTRI_2,,soqo1240,,
SAURI,,sheh1240,,
SHEHRI,,sheh1240,,
UGARITIC,,ugar1238,,
PHOENICIAN,,phoe1239,,
BIBLICAL_HEBREW,,anci1244,xd589,"Cj3, SCCS44"
HEBREW,,hebr1245,,
ARAMAIC_ANCIENT,,,,
CHRISTIAN_PALESTINIAN,,west2763,,
MALULA,,west2763,,
WESTERN_NEO_ARAMAIC,,west2763,,
CLASSICAL_SYRIAC,,clas1252,,
SYRIAC,,clas1252,,
SYRIAC_2,,clas1252,,
MODERN_MANDAIC,,nucl1706,,
CLASSICAL_MANDAIC,,clas1253,,
NEO_MANDAIC_KHORRAMSHAHR,,nucl1706,,
MLAHSO,,mlah1239,,
TUROYO,,turo1239,,
HERTEVIN,,hert1241,,
ACHAEMENID_ARAMAIC,,jewi1240,,
ASSYRIAN_NEO_ARAMAIC,,assy1241,,
JILU,,assy1241,,
LISHAN_DIDAN,,lish1246,,
URMI,,assy1241,,
AMEDYA_ARAMAIC,,assy1241,,
ARAMAIC,,chal1275,,
SABEAN,,saba1279,,
ARABIC_QURANIC,,stan1318,,
STANDARD_ARABIC,,stan1318,,
CLASSICAL_ARABIC,,stan1318,,
IRAQ_MUSLIM_BAGHDAD_ARABIC,,meso1252,xd587,Cj10
SOUKHNE_SYRIAN_ARABIC,,meso1252,xd587,Cj10
YEMEN_SANAANI_ARABIC,,sana1295,xd595,Cj9
OGADEN_ARABIC,,,,
ARABIC_GULF_SPOKEN,,gulf1241,,
KUWAITI_ARABIC,,gulf1241,,
CAIRO_ARABIC,,egyp1253,xd518,"Cd2, SCCS43"
ARABIC_SUDANESE_SPOKEN,,suda1236,,
NIGERIAN_ARABIC,,chad1249,,
SUDANESE_ARABIC,,suda1236,,
PALESTINIAN_ARABIC,,sout3123,xd592,Cj6
DAMASCUS_ARABIC,,nort3139,xd593,Cj7
ARABIC_NORTH_LEVANTINE_SPOKEN,,nort3139,xd593,Cj7
SYRIAN_ARABIC,,nort3139,xd593,Cj7
ARABIC_CYPRIOT_SPOKEN,,cypr1248,,
SAN_ANDRES_ARABIC_3,,nort3139,xd593,Cj7
SAN_ANDRES_ARABIC_2,,nort3139,xd593,Cj7
SAN_ANDRES_ARABIC_1,,nort3139,xd593,Cj7
ARABIC_LIBYAN_SPOKEN,,liby1240,xd519,Cd20
MALTESE,,malt1254,,
MALTESE_ARABIC,,malt1254,,
TUNISIAN_ARABIC_MAGHRIB,,tuni1259,,
DELLYS,,alge1239,,
TRIPOLI_JEWISH_ARABIC,,liby1240,xd519,Cd20
MOROCCAN_ARABIC,,moro1292,,
MOROCCAN_ARABIC_2,,moro1292,,
ILIT,,kuna1268,xd441,Ca33
KUNAMA,,kuna1268,xd441,Ca33
NARA,,nara1262,xd440,Ca32
LOGORIK,,logo1261,,
SHATT,,shat1244,,
NYALGULGULE,,njal1239,,
SILA,,dars1235,,
NYALA,,darf1239,,
DEFAKA,,defa1248,,
AKAHA,,sout2774,,
NEMBE,,sout2774,,
NKORO,,nkor1239,,
IBANI,,iban1261,,
KALABARI,,kala1381,xd199,Af21
OKRIKA,,kiri1254,,
AKITA,,okod1238,,
BISENI,,bise1238,,
ORUMA,,orum1241,,
BUMO,,izon1238,,
OPOROMO,,izon1238,,
EAST_OLODIAMA,,izon1238,,
BASAN,,izon1238,,
IDUWINI,,izon1238,,
OGULAGHA,,izon1238,,
GBARANMATU,,izon1238,,
AROGBO,,izon1238,,
FURUPAGHA,,izon1238,,
APOI,,izon1238,,
OYAKIRI,,izon1238,,
IKIBIRI,,izon1238,,
EAST_TARAKIRI,,izon1238,,
OGBOIN,,izon1238,,
IZON,,izon1238,,
GBARAIN,,izon1238,,
KOLOKUMA,,izon1238,,
EKPETIAMA,,izon1238,,
WEST_TARAKIRI,,izon1238,,
KABOU,,izon1238,,
KUNBO,,izon1238,,
MEIN,,izon1238,,
OGBE_IJO,,izon1238,,
OPEREMO,,izon1238,,
KIBET,,kibe1241,,
RUNGA,,rung1258,,
MABA_CHAD,,maba1277,,
MASALIT,,nucl1440,,
KEIGA,,keig1242,,
KAMDANG,,tuli1249,xd373,Ai42
TULISHI,,tuli1249,xd373,Ai42
KRONGO,,kron1241,xd368,Ai38
FAMA,,kron1241,xd368,Ai38
KURONDI,,tumt1243,,
CHIRORO,,kang1288,,
KANGA,,kang1288,,
KATCHA,,katc1249,,
MIRI,,katc1249,,
KADUGLI_2,,katc1249,,
AJA,,ajas1235,,
GBAYA,,gbay1288,,
LOMBI,,lomb1254,xd155,Ae35
ASOA,,asoa1238,,
MANGBETU,,mang1394,,
MANGBETU_2,,mang1394,,
BIRRI_C_AFRICAN_REP,,birr1240,,
MANGBUTU,,mang1396,,
MAMVU,,mamv1243,xd379,Ai5
BALESE,,lese1243,xd360,Ai30
MVUBA,,mvub1239,,
NGITI,,ngit1239,,
LENDU,,lend1245,xd358,Ai29
LENDU_DJADHA,,lend1245,xd358,Ai29
LENDU_TADHA,,lend1245,xd358,Ai29
LENDU_NJAWDHA,,lend1245,xd358,Ai29
LENDU_PIDHA,,lend1245,xd358,Ai29
LENDU_DDRADHA,,lend1245,xd358,Ai29
LULUBA,,olub1238,,
PANDIKERI,,madi1260,xd363,Ai33
LOKAI,,madi1260,xd363,Ai33
MAADI,,madi1260,xd363,Ai33
OJIGA,,avok1242,,
OJILA,,avok1242,,
LOGO,,logo1259,xd361,Ai31
KELIKO,,keli1248,,
LUGBARA,,lugb1240,xd362,Ai32
ANDRI,,moru1253,xd364,Ai34
BALIMBA,,moru1253,xd364,Ai34
AGI,,moru1253,xd364,Ai34
WADI,,moru1253,xd364,Ai34
KEDIRU,,moru1253,xd364,Ai34
LAKAMADI,,moru1253,xd364,Ai34
MIZA,,moru1253,xd364,Ai34
SINYAR,,siny1243,,
FORMONA,,siny1243,,
BONGO,,bong1285,xd365,Ai35
BAKA_SUDAN,,baka1274,,
MODO,,jurm1239,,
YULU,,yulu1243,,
NDOKA,,luto1241,,
GULA_SARA,,gula1266,,
FONGORO,,fong1243,,
GULA_MERE,,gula1266,,
KARA,,kara1482,,
GULA_ZURA,,gula1266,,
BAGIRMI,,bagi1246,xd350,Ai21
KENGA,,keng1240,,
NABA_KUKA,,naba1253,,
FURU,,furu1242,,
KABA_DEME_SARA,,sara1322,,
NA_CHAD,,sara1321,,
NGAMBAY,,ngam1268,,
KABBA,,kaba1281,,
MBAY,,mbay1241,,
BEJOND,,bedj1245,,
GOR,,gorr1238,,
HORO,,horo1247,,
GULAY,,gula1268,,
SAR_CHAD,,sarr1246,xd351,Ai22
HADZA,,hadz1240,xd9,"Aa9, B69, SCCS9"
SANDAWE,,sand1273,xd6,Aa6
KWADI,,kwad1244,,
KORANA,,kora1292,,
KHOEKHOEGOWAB,,nama1264,,
NAMA,,nama1264,,
NAMA_2,,nama1264,,
MASARWA_TATI,,tsoa1238,,
KHWE,,kxoe1243,xd929,B67
KXOE,,kxoe1243,xd929,B67
NARO,,naro1249,xd7,"Aa7, B73"
NARON,,naro1249,xd7,"Aa7, B73"
GWI,,gwii1239,xd932,B74
GXANA,,gana1274,,
HOAN,,,,
KUNG,,kung1261,,
KUNG_EKOKA,,kung1261,,
JUHOAN,,juho1239,xd1,"Aa1, B72, SCCS2"
KAUEN,,juho1239,xd1,"Aa1, B72, SCCS2"
NU,,nuuu1241,xd935,B77
KAM_KA_KE,,xamm1241,xd8,"Aa8, B79"
BATWA,,xegw1238,xd936,B78
NG_KE,,nuuu1241,xd935,B77
AUNI,,huaa1248,xd934,B76
NU_EN,,huaa1248,xd934,B76
MASARWA_KAKIA,,huaa1248,xd934,B76
XOON_MASARWA,,huaa1248,xd934,B76
XOON,,huaa1248,xd934,B76
XOON_NUEN,,huaa1248,xd934,B76
PAWAIA,,pawa1255,,
JARAWA,,jara1245,xd903,B6
ONGE,,onge1236,xd902,B5
WALO_KUMBE,,bank1259,xd266,Ag3
BUNOGE,,buno1241,,
AMPARI_PA,,ampa1238,,
NYAMBEENGGE_2,,momb1254,,
NYAMBEENGGE_1,,momb1254,,
DOGON_DOGUL_DOM,,dogu1235,,
DOGON_BONDUM_DOM,,bond1248,,
TEBUL_URE,,tebu1239,,
ANA_TINGA,,anat1248,,
YANDA,,yand1257,,
DOGON,,toro1252,,
DOGON_DONNO_SO,,donn1239,,
DOGON_TENE_KAN,,tene1248,,
DOGON_TOMO_KAN,,tomo1243,,
DOGON_JAMSAY,,jams1239,,
DOGON_TORO_TEGU_NEMGUENE,,toro1253,,
DOGON_TORO_TEGU_IWRA,,toro1253,,
DOGON_TORO_TEGU_PIRINGUA,,toro1253,,
GAGU,,gagu1242,xd232,Af51
BENG,,beng1286,,
MWAN,,mwan1250,,
WAN,,wann1242,,
WAN_2,,wann1242,,
MANN,,mann1248,,
GURO,,guro1248,xd233,Af52
YAURE,,yaou1238,,
YAKOUBA,,nucl1770,,
TOURA,,tour1242,xd234,Af53
BISA,,biss1248,xd292,Ag53
SAMO_MATYA,,maty1235,,
KYENGA,,kyen1242,,
SHANGA,,shan1282,,
BOKO,,boko1266,,
ILLO_BUSA,,busa1253,,
BOKOBARU,,boko1267,,
BUSA_NIGERIA,,busa1253,,
SONINKE,,soni1259,xd261,Ag25
BOZO_HAINYAHO,,hain1253,,
BOZO_JENAAMA,,jena1242,xd264,Ag28
SOROGAMA,,jena1242,xd264,Ag28
BOZO_TIEYAHO,,tiey1235,xd295,Ag7
TIEYAXO,,tiey1235,xd295,Ag7
SOUTHERN_BOBO_MADARE,,sout2840,,
JO,,jowu1238,,
SEEKU,,seek1238,,
BANKA,,bank1258,,
DUUNGOMA,,duun1242,,
DZUUN,,dzuu1241,,
KPELLE,,libe1247,xd192,Af15
KPELLE_GUINEA,,guin1254,,
LIBERIAN_KPELLE,,libe1247,xd192,Af15
LOMA_LIBERIA,,loma1260,,
BANDI,,band1352,xd235,Af54
LOKO,,loko1255,,
MENDE,,mend1266,xd230,"Af5, SCCS20"
SUSU,,susu1250,xd262,Ag26
YALUNKA,,yalu1240,xd293,Ag54
JERI_KUO,,jeri1242,,
LIGBI,,ligb1244,,
KONO,,kono1268,,
VAI,,vaii1241,xd239,Af58
KURANKO,,kura1250,xd260,Ag24
LELE_GUINEA,,lele1266,,
MANDINKA,,mand1436,,
MANINKAKAN_KITA,,kita1249,xd297,Ag9
MALINKE,,west2500,,
XAASONGAXANGO,,xaas1235,xd259,Ag23
BAMBARA,,bamb1269,xd244,"Ag1, SCCS22"
MANINKAKAN_EASTERN,,east2426,,
JULA_DE_KONG,,dyul1238,xd263,Ag27
BOLON,,bolo1266,,
MARKA,,mark1256,,
JULA_VEHICULAIRE,,dyul1238,xd263,Ag27
TUDUGUKAKAN,,woje1238,,
NOWOLOKAKAN,,woje1238,,
VANDUGUKAKAN,,woje1238,,
FOLOKAKAN,,woje1238,,
GBELEBANKAKAN,,woje1238,,
BODUGUKAKAN,,woje1238,,
WOJENEKAKAN,,woje1238,,
SIENKOKAKAN,,woje1238,,
BARALAKAKAN,,maho1249,,
FINANGAKAN,,maho1249,,
TENENGAKAN,,maho1249,,
KOROKAKAN,,maho1249,,
MAUKAKAN,,maho1249,,
KARANJANKAN,,woro1256,,
KANIKAKAN,,woro1256,,
WORODUGUKAKAN,,woro1256,,
SIAKAKAN,,koya1253,,
KOYAGAKAN,,koya1253,,
SAGAKAKAN,,koya1253,,
KOROKAN,,koro1306,,
NIGBIKAN,,koya1253,,
EAST_LIMBA,,east2387,,
MANSOANKA,,mans1259,,
GOLA,,gola1255,xd236,Af55
LANDOMA,,land1256,,
BAGA_SITEMU,,baga1272,,
THEMNE,,timn1235,xd238,Af57
BAGA_MADURI,,baga1270,,
KISI,,sout2778,,
KISSI,,nort2765,xd197,Af2
SHERBRO,,sher1258,xd191,Af14
MMANI,,bull1247,,
KRIM,,krim1238,,
NALU,,nalu1240,,
BIJOGO,,bidy1244,xd253,Ag18
BAYOT,,bayo1255,,
BALANTA,,bala1301,xd250,Ag15
BALANTA_GANJA,,bala1302,,
MANKANYA,,mank1251,,
PAPEL,,pape1239,xd256,Ag20
MANJACA_CHURO,,mand1419,,
MANJACA_COSTA_DE_BAIXO,,mand1419,,
DIOLA,,jola1263,,
JOLA,,jola1263,,
KERAK,,kera1248,,
KARON,,karo1294,,
BIAFADA,,biaf1240,xd252,Ag17
PAJADE,,bady1239,,
BAINOUK_GUNYAAMOLO,,bain1261,,
KASANGA,,kasa1248,,
KOBIANA,,kobi1241,,
WOLOF,,nucl1347,xd469,"Cb2, SCCS21"
WOLOF_GAMBIAN,,gamb1252,,
NDUT_FALOR,,ndut1239,,
PALOR_2,,palo1243,,
SAFEN,,saaf1238,,
LEHAR,,leha1242,,
NON,,noon1242,,
WAMEY,,wame1240,xd296,Ag8
SERER_SINE,,sere1260,xd258,Ag22
FULA,,pula1263,xd473,Cb23
FULFULDE_ADAMAWA,,adam1253,xd471,Cb21
FULFULDE,,nige1253,,
FULFULDE_MAASINA,,maas1239,,
PULAR,,pula1262,xd294,Ag6
BANGANDU,,bang1347,,
BIYANDA,,sout2785,,
KARA_BODOE,,nort2775,xd381,Ai7
BOKOTO,,boko1261,,
GBAYA_BOZOUM,,gbay1286,,
GBEYA,,gbay1287,,
BOFI,,bofi1238,,
GBAYA_MBODOMO,,gbay1281,,
NGBAKA,,ngba1285,,
NGBAKA_BOKANGA,,ngba1285,,
MANZA,,manz1243,xd353,Ai24
NGBAKA_MANZA,,ngba1287,,
ALI,,alii1240,,
BARAMBU,,bara1361,xd356,Ai27
PAMBIA,,pamb1243,,
NZAKARA,,nzak1247,,
GEME,,geme1244,,
ZANDE,,zand1248,xd359,"Ai3, SCCS28"
LANGBASI,,lang1318,,
NGBUGU,,sout2787,,
GBI,,west2458,xd337,Ai1
MBANZA,,mban1263,xd354,Ai25
BANDA_YANGERE,,band1348,,
LINDA,,band1344,,
BANDA_NDELE_NGAO,,band1345,,
