taxon,isocode,glottocode,xd_ids,soc_ids
KELON_PROBUR,,kelo1247,,
ADANG,,adan1251,,
KABOLA,,kabo1247,,
KABOLA_AIMOLI,,kabo1247,,
KABOLA_PITUMBANG,,kabo1247,,
KABOLA_HAMAP,,kabo1247,,
ADANG_PITUNG,,adan1251,,
HAMAP,,hama1240,,
BLAGAR_BAKALANG,,blag1240,,
BLAGAR_RETTA_PURA,,blag1240,,
BLAGAR_RETTA_TERNATE,,blag1240,,
BLAGAR_TEREWENG,,blag1240,,
BLAGAR,,blag1240,,
BLAGAR_APURI_PURA,,blag1240,,
BLAGAR_LIMARAHING,,blag1240,,
KAERA,,,,
KAERA_2,,,,
LAMMA,,lamm1241,,
WESTERN_PANTAR,,lamm1241,,
KAWA,,,,
LAMMA_KALONDAMA,,lamm1241,,
LAMMA_BIANGWALA,,lamm1241,,
LAMMA_MAUTA_TUBAL,,lamm1241,,
NEDEBANG,,nede1245,,
NEDEBANG_2,,nede1245,,
TEWA_SARGANG,,teiw1235,,
TEWA_MADAR,,teiw1235,,
TEWA_DEING,,teiw1235,,
TEWA_LEBANG,,teiw1235,,
SAR_INDONESIA,,,,
TEIWA,,teiw1235,,
TEIWA_2,,teiw1235,,
NASIOI,,naas1242,,
BUIN,,tere1278,,
MOTUNA,,siwa1245,,
BEOTHUK,,beot1247,,
ABUN,,abun1252,,
HATAM,,hata1243,,
SOUGB,,mani1235,,
MEYAH,,meya1236,,
MOSKONA,,mosk1236,,
BANARO,,bana1292,xd804,Ie27
TABRIAK,,tabr1243,,
YIMAS,,yima1243,,
YIMAS_2,,yima1243,,
CHAMBRI,,cham1313,,
CHAMBRI_KILIMBIT,,cham1313,,
ANGORAM,,ango1255,,
KOPAR,,kopa1248,,
MURIK,,muri1260,,
RAO_2,,raoo1244,,
ANOR,,anor1241,,
KANGGAPE,,kang1291,,
TANGGU,,tang1355,xd854,Ig21
KIRE,,kire1240,,
ARUAMU,,arua1260,,
MIKAREW_MAKARUB,,arua1260,,
GAMEI,,bore1247,,
AWAR,,awar1249,,
KAIAN,,kaia1245,,
WATAM,,wata1253,,
AMGOTRO,,dera1245,,
ANGOR,,ango1254,,
MONGOWAR,,dera1245,,
KUOT,,kuot1243,,
PINAI_HAGAHAI_ARAMO,,pina1252,,
HARUAI,,haru1245,,
PINAI_HAGAHAI_PINAI_1,,pina1252,,
ANDAI,,anda1283,,
TAPEI_ANGARAT,,tape1242,,
ALFENDIO,,nanu1240,,
NANUBAE_IMAMERI,,nanu1240,,
KAMBOT_KAMBARAMBA,,apma1241,,
KAMBOT,,apma1241,,
MARIADEI,,nucl1454,,
KONTI_UNAI,,nucl1454,,
TINDARET,,nucl1454,,
AMBADAIRU,,nucl1454,,
ARIEPI,,nucl1454,,
SARAWANDORI,,nucl1454,,
OTOMACO,,,,
TAPARITA,,,,
ANGAATAHA,,anga1290,,
ANKAVE,,anka1246,,
ANKAVE_2,,anka1246,,
LOHIKI,,akoy1238,,
IVORI,,tain1253,,
TAINAE,,tain1253,,
SIMBARI,,simb1255,,
BARUYA_2,,baru1267,,
BARUYA,,baru1267,,
AMPALE,,safe1240,,
KAWACHA,,kawa1276,,
KAMASA,,kama1360,,
YAGWOIA,,yagw1240,,
KAPAU,,hamt1247,,
HAMTAI,,hamt1247,,
MENYA,,meny1245,,
MENYA_2,,meny1245,,
YANA,,yana1271,xd1109,"B174, Nc11, WNAI62"
KAUGAT,,atoh1238,,
KAJGIR,,kaya1328,,
TAMAGARIO,,tama1336,,
TOFAMNA,,tofa1246,,
MAKLEW_2,,makl1246,,
YELMEK,,yelm1242,,
JABSCH,,yelm1242,,
YELMEK_JAB,,yelm1242,,
DUBU,,dubu1240,,
TOWEI,,towe1240,,
KARKAR_YURI,,kark1258,,
YURI,,kark1258,,
JAFI,,yafi1240,,
EMEM,,emum1240,,
EMUMU,,emum1240,,
BIKSI,,yetf1238,,
KIMKI,,kimk1238,,
LEPKI,,lepk1238,,
MILKI_MURKIM,,murk1238,,
MOT_MURKIM,,murk1238,,
SAPE,,sape1238,,
TUWARI,,tuwa1242,,
WALIO,,nucl1453,,
WOSWARI,,yawi1238,,
YAWIYO,,yawi1238,,
YENGORU,,boik1241,,
BOIKIN,,boik1241,,
KWUSAUN,,boik1241,,
NGALA,,ngal1300,,
MAPRIK,,ambu1247,xd791,Ie15
HANGA_HUNDI,,hang1263,,
WOSERA,,ambu1247,xd791,Ie15
NYAURA,,iatm1242,xd813,Ie35
MANAMBU,,mana1298,,
YELOGU,,yelo1243,,
IWAM,,iwam1256,,
WOGAMUSIN,,woga1249,,
ABAU,,abau1245,,
ABAU_2,,abau1245,,
AMAL,,amal1242,,
NAMIA,,nami1256,,
AWTUW,,awtu1239,,
KARAWA,,kara1495,,
POUYE,,pouy1238,,
YESSAN_MAYO,,yess1239,,
MEHEK,,mehe1243,,
PAHI,,pahi1246,,
KWOMA,,kwom1262,xd788,"Ie12, SCCS95"
KWANGA,,kwan1278,,
MENDE_PNG,,mend1268,,
ALAMBLAK,,alam1246,,
BAHINEMO,,bahi1254,,
KAPRIMAN,,kapr1245,,
SANIO,,sani1270,,
HEWA,,hewa1241,,
PIAME,,piam1243,,
GABIANO,,niks1238,,
PAKA,,niks1238,,
ISAKA,,kris1246,,
WUTUNG,,wutu1244,,
SKOU,,nucl1634,,
TUMAWO,,nucl1634,,
LEITRE,,vani1248,,
DUMO,,vani1248,,
DUSUR,,vani1248,,
POKO_RAWO,,rawo1244,,
SUMARARU,,,,
WOMO,,womo1238,,
RAMO,,wara1302,,
BARUPU,,wara1302,,
POO,,wara1302,,
SUMO,,wara1302,,
IPIKO,,ipik1244,,
MINANIBAI,,mina1274,,
TAO_SUAMATO,,muba1238,,
MAKAYAM,,maka1315,,
BEGUA,,zima1244,,
BOAZI,,kuni1265,,
ZIMAKANI,,zima1244,,
JAKAJ,,yaqa1246,,
WARKAJ,,wark1247,,
MARIND_BIAN,,bian1251,,
MARINDINEESCH,,nucl1622,,
KOSARE,,kosa1251,,
TABO_WAIA,,tabo1241,,
BAMU,,bamu1257,,
BAMU_2,,bamu1257,,
WABUDA,,wabo1241,,
KIWAI_SOUTHERN,,sout2949,,
KEREWO,,kere1286,,
MORIGI,,mori1271,,
GOPE,,nort2930,,
URAMA,,nort2930,,
GIBAIO,,nort2930,,
ANIGIBI,,nort2930,,
GILYAK_SOUTH_SAKHALIN,,gily1242,xd617,"B25, Ec1, SCCS119"
GILYAK_EAST_SAKHALIN,,gily1242,xd617,"B25, Ec1, SCCS119"
GILYAK_NORTH_SAKHALIN,,gily1242,xd617,"B25, Ec1, SCCS119"
GILYAK_WEST_SAKHALIN,,gily1242,xd617,"B25, Ec1, SCCS119"
GILYAK,,gily1242,xd617,"B25, Ec1, SCCS119"
GILYAK_AMUR,,gily1242,xd617,"B25, Ec1, SCCS119"
MORORI,,moro1289,,
WETAWIT,,bert1248,,
KANUM_NGKALMPW,,ngka1235,,
NAMBO,,namb1293,,
NAMO,,namo1246,,
NEME,,neme1244,,
YEY,,yeii1239,,
JEISCH,,yeii1239,,
ARAMMBA,,aram1253,,
PEREMKA,,kunj1246,,
WARA_PNG,,wara1294,,
MOR_2,,morb1239,,
AGOB_DABU,,agob1244,,
DIBOLUG,,idii1243,,
MERIAM,,meri1244,,
GIZRRA_WAIDORO,,gizr1240,,
GIZRRA_KUPERE,,gizr1240,,
GIZRRA_TOGO,,gizr1240,,
BINE_KUNINI,,bine1240,,
UME,,wipi1242,,
WIPI_ABAM,,wipi1242,,
WIPI_PEAWA,,wipi1242,,
WIPI_DOROGORI,,wipi1242,,
WIPI_KURU,,wipi1242,,
WIPI_GAMAEWE,,wipi1242,,
WIPI_WONIE,,wipi1242,,
WIPI_PODARI,,wipi1242,,
WIPI_IAMEGA,,wipi1242,,
WIPI_YUTA,,wipi1242,,
WIPI_GUIAM,,wipi1242,,
WIPI_WIPIM,,wipi1242,,
WIPI_KAPAL,,wipi1242,,
SAUSE,,saus1247,,
KAPAURI,,kapo1250,,
SABERI,,isir1237,,
SAMAROKENA_TOMAYO,,sama1240,xd814,Ie36
BAGUSA,,bagu1251,,
KWERBA_NAIDJBEDJ,,nucl1595,xd811,Ie33
KWERBA_KAUWERAWET_I,,kauw1242,,
KWERBA_MAMBERAMO,,kwer1263,,
ORYA_2,,orya1242,,
BERIK_2,,beri1254,,
KWESTEN,,kwes1245,,
ITIK,,itik1240,,
MANDER,,mand1443,,
NIMBORAN_2,,nucl1633,,
MEKWEI_WABRON,,mekw1241,,
MEKWEI_MARIBU,,mekw1241,,
MEKWEI_KENDATE,,mekw1241,,
MLAP,,mlap1238,,
GRESI,,gres1240,,
KEMTUIK,,kemt1242,,
KEMTUIK_2,,kemt1242,,
YELETNYE,,yele1255,xd843,Ig11
DAGA,,daga1275,,
ONJOB,,onjo1240,,
DIMA,,dima1252,,
UMANAKAINA_GIGAREBI,,uman1240,,
UMANAKAINA_GWOIDEN,,uman1240,,
MAIWA,,maiw1251,,
MAIWA_MANEAO,,maiw1251,,
MAIWA_PUE,,maiw1251,,
MAIWA_GALEVA,,maiw1251,,
KWALE,,uare1241,,
HUMENE,,hume1246,,
HUMENE_MANUGORO,,hume1246,,
MULAHA,,mula1254,,
MULAHA_IAIBU,,mula1254,,
MULAHA_MULAHA,,mula1254,,
BANGI_ME,,bang1363,,
NDOM_2,,ndom1245,,
KIMAGHAMA,,kima1246,xd794,"Ie18, SCCS93"
KALADDARSCH,,kima1246,xd794,"Ie18, SCCS93"
RIANTANA_2,,rian1263,,
KOMELOMSCH,,nucl1452,,
KONERAWSCH,,kone1241,,
MOMBUN,,nucl1452,,
BARAPASI,,bara1375,,
BAUZI,,bauz1241,,
DEMISA,,demi1242,,
TUNGGARE,,tung1293,,
RUMU,,rumu1243,,
MENA,,ikob1240,,
OMATI,,bari1298,,
FOE,,foii1241,,
FASU,,fasu1242,,
NAMUMI,,fasu1242,,
PARE_PNG,,pare1271,,
KAMULA,,kamu1260,,
DOSO,,doso1239,,
AGALA,,femb1238,,
ODOODEE,,odoo1238,,
KUBO,,kubo1242,,
SAMO,,samo1303,,
HONIBO,,goba1246,,
OIBAE,,goba1246,,
GEBUSI,,goba1246,,
SUKI,,suki1245,,
WARUNA,,waru1267,,
GOGODALA_ARI,,arii1243,,
GOGODALA_ADIBA,,gogo1265,,
GOGODALA_GOGODARA,,gogo1265,,
DIBIYASO,,dibi1240,,
BIAMI,,beam1240,,
BEDAMINI,,beam1240,,
EDOLO,,edol1239,,
BEAMI,,beam1240,,
ETORO,,edol1239,,
ONABASULU,,onob1238,,
KASUA,,kasu1251,,
KASUA_2,,kasu1251,,
AIMELE,,aime1238,,
SUNIA,,soni1260,,
KALULI,,kalu1248,,
BOSAVI,,kalu1248,,
KALULI_2,,kalu1248,,
BAIBAI,,baib1251,,
FAS,,fass1245,,
PECH,,pech1241,,
CUNA,,bord1248,xd1309,"SCCS158, Sa1"
KUNA_YALA_SAN_BLAS,,sanb1242,,
BUGLERE_MURIRE,,bugl1243,,
NGABERE_MOVE,,ngab1239,xd1314,Sa14
GUAYMI,,ngab1239,xd1314,Sa14
DORASQUE,,,,
BORUCA,,boru1252,,
TERIBE,,teri1250,,
BRIBRI,,brib1243,xd1321,"SCCS157, Sa5"
CABECAR_CHIRIPO,,cabe1245,,
CABECAR,,cabe1245,,
MELEKU_JAIKA,,male1297,,
RAMA,,rama1270,,
CHIMILA,,chim1309,,
KOGUI,,cogu1240,xd1327,Sb2
IKA,,arhu1242,,
DAMANA,,mala1522,,
TUNEBO,,cent2150,xd1377,Sf4
CHIBCHA,,chib1270,xd1379,Sf6
VENEZUELAN_BARI,,bari1297,,
BARI_COLUMBIA,,bari1297,,
COLOMBIAN_BARI,,bari1297,,
AMARAKAERI,,amar1274,,
HUACHIPAERI,,huac1244,,
KANAMARI,,kana1291,,
KATAWIXI,,kata1270,,
CAYUBABA,,cayu1262,,
GUATO,,guat1253,xd1403,"B42, Si6"
FOAU,,foau1240,,
AWERA,,awer1241,,
RASAWA,,rasa1243,,
SAPONI,,sapo1254,,
DUVLE_2,,duvl1242,,
EDOPI,,edop1238,,
IAU_2,,iauu1242,,
FAYU,,fayu1238,,
KIRIKIRI_FAIA,,kiri1256,,
KIRIKIRI,,kiri1256,,
TAUSE,,taus1252,,
TAUSE_DEIRATE,,taus1252,,
TAUSE_WEIRATE,,taus1252,,
ERITAI_2,,erit1239,,
BIRITAI,,biri1259,,
OBOKUITAI,,obok1239,,
SIKARITAI,,sika1263,,
KWERISA,,kwer1264,,
KAIY,,kaiy1239,,
DOUTAI,,dout1240,,
PAPASENA,,papa1269,,
WARITAI,,wari1264,,
KIBIRI,,kibi1239,,
WAORANI,,waor1240,,
BURMESO,,burm1264,,
RAPOISI,,rapo1238,,
ROTOKAS,,roto1249,,
ANDOQUE,,ando1256,,
OREJON,,orej1242,,
OREJON_2,,orej1242,,
KOREGUAJE,,kore1283,,
KOREGUAYE,,kore1283,,
SECOYA,,seco1241,,
SECOYA_2,,seco1241,,
SIONA,,sion1247,,
TUCANO,,tuca1252,xd1365,Se12
TUCANO_2,,tuca1252,xd1365,Se12
TATUYO,,tatu1247,,
BARA,,waim1255,,
WAIMAHA,,waim1255,,
WAIMAHA_2,,waim1255,,
CARAPANA,,cara1272,,
YURUTI,,yuru1263,,
TUYUCA,,tuyu1244,,
TUYUCA_2,,tuyu1244,,
WANANO,,guan1269,,
PIRATAPUYO,,pira1254,,
GUANANO,,guan1269,,
PIRATAPUYO_2,,pira1254,,
TANIMUCA_RETUARA,,tani1257,,
TANIMUCA,,tani1257,,
YAHUNA,,yahu1241,,
BARASANO,,bara1380,,
MACUNA,,macu1260,,
CUBEO,,cube1242,xd1369,"SCCS167, Se5"
CUBEO_2,,cube1242,xd1369,"SCCS167, Se5"
DESANO_2,,desa1247,,
DESANO,,desa1247,,
SIRIANO_2,,siri1274,,
SIRIANO,,siri1274,,
TEGEM,,lafo1243,,
KWOMTARI,,nucl1593,,
NAI,,naii1241,,
ONA,,onaa1245,xd1385,"B54, Sg3"
TEHUELCHE,,tehu1242,xd1386,"B51, SCCS185, Sg4"
YAMEO,,yame1242,,
YAGUA_2,,yagu1244,xd1368,Se4
YAGUA,,yagu1244,xd1368,Se4
YAGUA_3,,yagu1244,xd1368,Se4
ZAPARO,,zapa1253,,
ARABELA,,arab1268,,
CAHUARANO,,cahu1268,,
IQUITO,,iqui1243,,
PATAXO,,pata1261,,
MAXAKALI,,maxa1247,,
KRENAK,,kren1239,xd1413,"B48, SCCS178, Sj5"
OFAYE,,ofay1240,,
KARAJA,,kara1500,xd1407,Sj1
RIKBAKTSA,,rikb1245,,
ARIKAPU,,arik1265,,
JABUTI,,djeo1235,,
XOKLENG,,xokl1240,xd1411,"B50, SCCS180, Sj3"
KAINGANG,,kain1272,,
XAVANTE,,xava1240,xd1409,"SCCS179, Sj11"
XAVANTE_2,,xava1240,xd1409,"SCCS179, Sj11"
XERENTE,,xere1240,xd1410,Sj2
PANARA,,pana1307,,
KAYAPO,,kaya1330,xd1417,Sj9
SUYA,,suya1243,,
APINAYE,,apin1244,xd1415,Sj7
KREYE,,krey1238,,
APANIEKRA,,cane1242,xd1412,"SCCS176, Sj4"
GAVIAO_DO_PARA,,para1315,,
PYKOBJE,,para1315,,
TORA,,tora1263,,
MORE,,iten1243,,
ORO_WIN,,orow1243,,
PAKAANOVA,,wari1268,,
KANOE,,kano1245,,
PAUMARI,,paum1247,,
BANAWA,,jama1261,,
JARAWARA,,jama1261,,
JAMAMADI,,jama1261,,
KULINA_ARAUA,,culi1244,,
DENI,,deni1241,,
MADIJA,,culi1244,,
DEMTA_MURIS,,demt1241,,
DEMTA_UNKNOWNDIAL,,demt1241,,
DEMTA,,demt1241,,
DEMTA_AMBORA,,demt1241,,
NAFRI,,nafr1241,,
SENTANI,,nucl1632,,
TABLA,,tabl1243,,
TABLA_UNKNOWN_DIAL,,tabl1243,,
TABLA_C,,tabl1243,,
TABLA_W,,tabl1243,,
TIKUNA,,ticu1245,xd1366,Se2
CUIBA,,cuib1242,,
GUAHIBO,,guah1255,,
PLAYERO,,play1240,,
GUAYABERO,,guay1257,,
MACAGUAN,,maca1259,,
JITNU,,maca1259,,
TRUMAI,,trum1247,xd1399,"SCCS175, Si2"
PANKARARU,,pank1250,,
ARIKEM,,arik1264,,
KARITIANA,,kari1311,,
SURUI_DO_RONDONIA,,suru1262,,
MONDE,,sala1273,,
CINTA_LARGA,,cint1239,,
GAVIAO_DO_RONDONIA,,gavi1246,,
PURUBORA,,puru1264,,
KARO_BRAZIL,,karo1305,,
KURUAYA,,kuru1309,,
MUNDURUKU,,mund1330,xd1353,"SCCS166, Sd1"
MAKURAP,,maku1278,,
TUPARI,,tupa1250,,
AKUNTSU,,akun1241,,
MEKENS,,saki1248,,
SATERE_MAWE,,sate1243,xd1357,Sd5
AWETI,,awet1244,xd1406,Si9
JURUNA,,juru1256,,
XIPAYA,,xipa1240,,
KAMAYURA,,kama1373,xd1402,Si5
ARAWETE,,araw1273,,
ASURINI_XINGU,,xing1248,,
KAYABI,,kaya1329,,
ACHE,,ache1246,xd920,B47
XETA,,xeta1241,xd921,B49
GUARANI_ANTIGO,,,,
CHIRIGUANO,,east2555,xd1394,Sh7
TAPIETE,,tapi1253,,
MBYA,,mbya1239,xd1408,"SCCS181, Sj10"
GUARANI,,para1311,,
GUARANI_KAIWA,,kaiw1246,,
AMANAYE,,aman1266,,
TEMBE,,temb1276,xd1414,Sj6
TURIWARA,,turi1247,,
TAPIRAPE,,tapi1254,xd1354,Sd2
ASURINI,,toca1235,,
PARAKANA,,para1312,,
SURUI_DO_PARA,,suru1261,,
WAYAMPI,,waya1270,,
EMERILLON,,emer1243,,
ZOE,,zoee1240,,
AVA_CANOEIRO,,avac1239,,
URUBU_KAAPOR,,urub1250,,
ANAMBE,,anam1249,,
GUAJA,,guaj1256,,
KOKAMA,,coca1259,xd1363,Se10
OMAGUA,,omag1248,,
NHENGATU,,nhen1239,,
TUPINAMBA,,tupi1273,xd1416,"SCCS177, Sj8"
PAUSERNA,,paus1244,,
GUARAYU,,guar1292,,
YUQUI,,yuqu1240,xd918,B44
SIRIONO,,siri1273,xd1362,"B43, SCCS173, Se1"
APIAKA,,apia1248,,
PARINTINTIN,,tenh1241,,
PARANAWAT,,para1313,,
WIRAFED,,wira1264,,
TENHARIM,,tenh1241,,
AMONDAVA,,amun1246,,
URUEWAUWAU,,urue1240,,
SULKA,,sulk1246,,
CHAMACOCO,,cham1315,,
AYOREO,,ayor1240,,
AYOREO_2,,ayor1240,,
SAN_FRANCISCO_DEL_MAR_HUAVE,,sanf1258,,
HUAVE,,sanm1287,xd1305,Nj6
HUAVE_2,,sanm1287,xd1305,Nj6
PURI,,puri1262,,
YUKPA_2,,yukp1241,"xd1328, xd1332","Sb3, Sb7"
JAPRERIA,,japr1238,,
YUKPA,,yukp1241,"xd1328, xd1332","Sb3, Sb7"
YUKPA_3,,yukp1241,"xd1328, xd1332","Sb3, Sb7"
KUIKURO,,kuik1246,xd1398,Si10
BAKAIRI,,baka1277,xd1400,Si3
ARARA_DO_PARA,,para1310,,
IKPENG,,ikpe1245,,
MAPOYO,,mapo1246,,
YABARANA,,yaba1248,xd1350,Sc7
ENAPA_WOROMAIPU,,enap1235,xd1339,Sc13
PANARE,,enap1235,xd1339,Sc13
PEMON,,pemo1248,,
AKAWAIO,,akaw1239,,
AKAWAIO_2,,akaw1239,,
TAUREPANG,,pemo1248,,
MAKUSHI,,macu1259,xd1338,Sc12
MACUSHI,,macu1259,xd1338,Sc12
KAXUYANA,,kaxu1237,,
HIXKARYANA,,hixk1239,,
WAIWAI,,waiw1244,xd1359,Sd7
WAIWAI_2,,waiw1244,xd1359,Sd7
APALAI,,apal1257,,
WAIMIRI_ATROARI,,waim1253,,
KALINA,,gali1262,,
MAQUIRITARI,,maqu1238,xd1342,Sc16
WAYANA,,waya1269,xd1340,Sc14
CARIJONA,,cari1279,,
CARIJONA_2,,cari1279,,
TIRIYO,,trio1238,,
CARIB_1665,,,,
PALIKUR,,pali1279,xd1355,Sd3
ENAWENE_NAWE,,enaw1238,,
PARESI,,pare1272,xd1404,Si7
SARAVEKA,,sara1331,,
YAWALAPITI,,yawa1261,,
MEHINAKU,,mehi1240,,
WAURA,,waur1244,,
AMUESHA_1,,yane1238,,
CHAMICURO,,cham1318,,
KINIKINAU,,guan1270,,
TERENA,,tere1279,xd1389,Sh2
BAURE,,baur1253,,
IGNACIANO,,igna1246,,
TRINITARIO,,trin1274,,
APURINA,,apur1254,,
INAPARI,,inap1243,,
MASHCO_PIRO,,mash1270,,
MAXINERI,,mach1268,,
NOMATSIGUENGA,,noma1263,,
MACHIGUENGA,,mach1267,,
NANTI,,nant1250,,
CAQUINTE,,caqu1242,,
ASHANINKA,,asha1243,,
ASHENINKA,,pich1237,,
CAMPA_DE_PERENE,,ashe1272,,
ASHENINKA_PICHIS,,pich1237,,
AJYININKA_APURUCAYALI,,ajyi1238,xd1380,Sf7
ASHENINKA_UCAYALI_YURUA,,ucay1237,,
ASHENINKA_PAJONAL,,ashe1273,,
PARAUJANO,,para1316,xd1330,"B35, Sb5"
WAYUU,,wayu1243,xd1331,"SCCS159, Sb6"
TAINO,,tain1254,xd1333,Sb8
LOKONO,,araw1276,xd1336,Sc10
GARIFUNA,,gari1256,xd1323,Sa7
ISLAND_CARIB,,isla1278,xd1326,"SCCS161, Sb1"
BAHUANA,,xiri1243,,
MAWAYANA,,mapi1252,,
MAPIDIAN,,mapi1252,,
WAPISHANA,,wapi1253,xd1348,Sc5
WAPIXANA,,wapi1253,xd1348,Sc5
MAIPURE,,,,
WAREKENA,,guar1293,,
YAVITERO,,yavi1244,,
GUINAU,,,,
BARE,,bare1276,,
RESIGARO_2,,resi1247,,
RESIGARO,,resi1247,,
YUCUNA,,yucu1253,,
YUCUNA_2,,yucu1253,,
CABIYARI,,cabi1241,,
ACHAGUA,,acha1250,,
PIAPOCO_2,,piap1246,xd1343,Sc17
PIAPOCO,,piap1246,xd1343,Sc17
MANDAHUACA,,mand1448,,
TARIANA,,tari1256,,
TARIANO,,tari1256,,
CURRIPACO,,curr1243,xd1352,Sc9
BANIWA_2,,bani1255,,
BANIVA,,bani1255,,
BANIWA,,bani1255,,
GUAMO,,,,
WIRU,,wiru1244,,
SECHURA,,,,
AKA_BEA,,akab1249,xd686,"B8, Eh1, SCCS79"
AKAR_BALE,,akar1243,,
AKA_BO,,akab1248,,
AKA_CARI,,akac1240,,
AKA_KEDE,,akak1252,,
SOUTH_ANDAMAN,,apuc1241,,
AKA_KOL,,akak1253,,
OKO_JUWOI,,okoj1239,,
WARAO,,wara1303,xd1335,"SCCS162, Sc1"
BUSAN,,odia1239,,
COERUNA,,,,
NONUYA,,nonu1241,,
OCAINA,,ocai1244,,
OCAINA_2,,ocai1244,,
HUITOTO_NIPODE,,nupo1240,,
HUITOTO_NUPODE,,nupo1240,,
HUITOTO_MINICA_2,,mini1256,,
HUITOTO_MINICA,,mini1256,,
HUITOTO_MURUI,,muru1274,,
HUITOTO_MIKA,,muru1274,,
HUITOTO_MURUI_2,,muru1274,,
KAIPI,,orok1267,xd817,Ie39
OPAO,,opao1240,,
OROKOLO,,orok1267,xd817,Ie39
OROKOLO_2,,orok1267,xd817,Ie39
AHEAVE,,keor1235,,
KEURU,,keor1235,,
TOARIPI,,toar1246,,
TOARIPI_2,,toar1246,,
SEPOE,,toar1246,,
UARIPI,,tair1256,,
MEII2_UARIPI,,tair1256,,
LULUITERA_UARIPI,,tair1256,,
KARAETA_UARIPI,,tair1256,,
PETOE_UARIPI,,tair1256,,
UARIPI_UARIPI,,tair1256,,
SIVIRI_UARIPI,,tair1256,,
MURUA_STMT_UARIPI,,tair1256,,
IRANTXE,,iran1263,,
ALLENTIAC,,,,
MILLCAYAC,,,,
CAVINENA_1,,cavi1250,,
CAVINENA_2,,cavi1250,,
TACANA,,taca1256,,
ARAONA,,arao1248,,
ESE_EJJA,,esee1248,,
HUARAYO_ESE_EJJA,,esee1248,,
MATIS,,mati1255,,
KULINA_PANO,,kuli1255,,
MATSES,,mats1244,,
KAXARARI,,kaxa1239,,
CASHIBO,,cash1251,,
KASHIBO_BAJO_AGUAYTIA,,cash1251,,
KASHIBO_ALTO_AGUAYTIA,,cash1251,,
KASHIBO_SAN_ALEJANDRO,,cash1251,,
KASHIBO_SUNGAROYACU,,cash1251,,
HUARIAPANO,,pano1255,,
SENSI,,sens1242,,
KONIBO,,ship1254,xd1373,Se9
CAPANAHUA,,capa1241,,
SHIPIBO,,ship1254,xd1373,Se9
TUXINAWA,,tuxi1238,,
ISCONAHUA,,isco1239,,
POYANAWA,,poya1241,,
CHACOBO,,chac1251,xd1364,Se11
KATUKINA_PANO,,pano1254,,
ARARA_PANO,,pano1254,,
MARUBO,,maru1252,,
AMAHUACA,,amah1246,xd1372,"SCCS170, Se8"
KAXINAWA,,cash1254,,
YAWANAWA,,yawa1260,,
SHANENAWA,,yawa1260,,
SHARANAHUA,,shar1245,,
YAMINAWA,,yami1256,,
ELAMITE,,elam1244,,
MONUMBO,,nucl1458,,
LILAU,,lila1246,,
LILAU_2,,lila1246,,
KAROK,,karo1304,xd1095,"B182, Nb34, WNAI37"
AOMIE,,omie1241,,
ESE_MANAGALASI,,esee1247,,
BARAI,,nucl1630,,
MOUNTAIN_KOIARI,,moun1252,,
MOUNTAIN_KOIARI_2,,moun1252,,
KOIARI_2,,gras1249,xd801,Ie24
KOIARI,,gras1249,xd801,Ie24
KOITA,,koit1244,xd797,Ie20
KURIL_AINU,,ainu1240,,
SAKHALIN_AINU,,ainu1240,,
AINU_SOYA,,ainu1240,,
AINU_NAIRO,,ainu1240,,
AINU_TARANTOMARI,,ainu1240,,
AINU_OCHIHO,,ainu1240,,
AINU_MAOKA,,ainu1240,,
AINU_SHIRAURA,,ainu1240,,
AINU_RAICHISHKA,,ainu1240,,
AINU_BIHORO,,ainu1240,,
AINU_OBIHIRO,,ainu1240,,
AINU_KUSHIRO,,ainu1240,,
AINU_SAMANI,,ainu1240,,
AINU_NAYORO,,ainu1240,,
AINU_ASAHIKAWA,,ainu1240,,
AINU_YAKUMO,,ainu1240,,
AINU_OSHAMAMBE,,ainu1240,,
AINU_HOROBETSU,,ainu1240,,
AINU_HIRATORI,,ainu1240,,
AINU_NUKKIBETSU,,ainu1240,,
AINU_SARU,,ainu1240,,
AINU_NIIKAPPU,,ainu1240,,
AWAKE,,arut1244,,
UMOTINA,,umot1240,xd1405,Si8
BORORO,,boro1282,xd1397,"B41, Si1"
OTUKE,,otuk1240,,
WOUNAAN,,woun1238,,
CARAMANTA,,cara1271,,
CATIO,,embe1260,,
EMBERA_NORTHERN,,nort2972,xd1320,Sa4
EMBERA_DARIEN,,nort2972,xd1320,Sa4
NORTHERN_EMBERA,,nort2972,xd1320,Sa4
EPENA_BASURUDO,,epen1239,,
EPENA_SAIJA,,epen1239,,
EMBERA_CHAMI,,embe1262,,
EMBERA_TADO,,embe1261,,
UCHUMATAQU,,uruu1244,xd1382,Sf9
CHIPAYA_2,,chip1262,,
CHIPAYA,,chip1262,,
CHIPAYA_3,,chip1262,,
MOSETEN,,mose1249,,
JAQARU_2,,jaqa1244,,
KAWKI,,jaqa1244,,
JAQARU,,jaqa1244,,
CENTRAL_AYMARA_2,,cent2142,xd1375,"SCCS172, Sf2"
SOUTHERN_AYMARA,,sout2996,,
CENTRAL_AYMARA,,cent2142,xd1375,"SCCS172, Sf2"
SULLKATITI_TITIRI,,cent2142,xd1375,"SCCS172, Sf2"
HUACANA,,sout2996,,
PUKI,,cent2142,xd1375,"SCCS172, Sf2"
QUECHUA_PACARAOS,,paca1245,,
